Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
고용진,김병관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,김병욱,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,김철민,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,박재호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,박정,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,서형수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김병관,위성곤,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,유승희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Representative,Co-Sponsor
김병관,이규희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,김철민,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,박재호,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,서형수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김병관,위성곤,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,유승희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Representative,Co-Sponsor
김병관,이규희,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김병관,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
김관영,채이배,국민의당,국민의당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김동철,채이배,국민의당,국민의당,4선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김종훈,채이배,무소속,국민의당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
박선숙,채이배,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Co-Sponsor,Representative
박찬대,채이배,더불어민주당,국민의당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이용득,채이배,더불어민주당,국민의당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
이철희,채이배,더불어민주당,국민의당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
정인화,채이배,국민의당,국민의당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
채이배,추혜선,국민의당,정의당,초선,초선,비례대표,비례대표,남,여,Representative,Co-Sponsor
강석호,문진국,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
강효상,문진국,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
김규환,문진국,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
김명연,문진국,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김석기,문진국,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김용태,문진국,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
문진국,민경욱,자유한국당,자유한국당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
문진국,이철규,자유한국당,무소속,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
문진국,정갑윤,자유한국당,자유한국당,초선,5선,비례대표,지역구,남,남,Representative,Co-Sponsor
문진국,정운천,자유한국당,자유한국당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
김석기,송석준,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김정재,송석준,자유한국당,자유한국당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
성일종,송석준,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송석준,송언석,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
송석준,송희경,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
송석준,유동수,자유한국당,더불어민주당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
송석준,윤종필,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
송석준,이양수,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
송석준,이종배,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
송석준,함진규,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김성찬,임이자,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김승희,임이자,자유한국당,자유한국당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
김용태,임이자,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김태년,임이자,더불어민주당,자유한국당,3선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
문진국,임이자,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
원유철,임이자,자유한국당,자유한국당,5선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
임이자,장석춘,자유한국당,자유한국당,초선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
임이자,추경호,자유한국당,자유한국당,초선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
임이자,한정애,자유한국당,더불어민주당,초선,재선,비례대표,지역구,여,여,Representative,Co-Sponsor
권미혁,김병관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,김병기,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,김상희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,김영주,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,남인순,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,맹성규,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,유승희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,한정애,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,김병관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,김병기,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,김상희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,김영주,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,남인순,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,맹성규,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
권미혁,유승희,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,한정애,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
권미혁,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Representative,Co-Sponsor
김두관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병욱,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김영진,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김철민,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박경미,이원욱,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
박선숙,이원욱,국민의당,더불어민주당,재선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
이원욱,이인영,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
이원욱,이훈,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
이원욱,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
이원욱,한정애,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
이원욱,홍의락,더불어민주당,무소속,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김두관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병욱,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김영진,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김철민,이원욱,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박경미,이원욱,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
이원욱,이인영,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
이원욱,이훈,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
이원욱,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
이원욱,한정애,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
이원욱,허윤정,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
이원욱,홍의락,더불어민주당,무소속,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
강창일,홍익표,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권미혁,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
김민기,홍익표,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김영호,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김한정,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
소병훈,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
전혜숙,홍익표,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
표창원,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강창일,홍익표,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권미혁,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
김민기,홍익표,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병관,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김영호,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김한정,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
소병훈,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
전혜숙,홍익표,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
표창원,홍익표,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권칠승,김진표,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김병기,김진표,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김영진,김진표,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김종민,김진표,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김진표,남인순,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김진표,박광온,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김진표,변재일,더불어민주당,더불어민주당,4선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김진표,윤후덕,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김진표,임종성,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김진표,조승래,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김진표,홍영표,더불어민주당,더불어민주당,4선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김두관,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김병기,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김영주,서영교,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
남인순,서영교,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
백혜련,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
서영교,신창현,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,우원식,더불어민주당,더불어민주당,재선,3선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,임종성,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,조승래,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,한정애,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
김두관,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김병기,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김영주,서영교,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
남인순,서영교,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
백혜련,서영교,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
서영교,신창현,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,우원식,더불어민주당,더불어민주당,재선,3선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,임종성,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,조승래,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
서영교,한정애,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
김광림,추경호,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김상훈,추경호,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김석기,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김용태,추경호,자유한국당,자유한국당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,추경호,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송언석,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이종배,추경호,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정갑윤,추경호,자유한국당,자유한국당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정병국,추경호,자유한국당,자유한국당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김종회,유성엽,국민의당,국민의당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박지원,유성엽,국민의당,국민의당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
유성엽,윤영일,국민의당,국민의당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,이종걸,국민의당,더불어민주당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,장병완,국민의당,국민의당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,장정숙,국민의당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
유성엽,정동영,국민의당,국민의당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,정인화,국민의당,국민의당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,조배숙,국민의당,국민의당,3선,4선,지역구,지역구,남,여,Representative,Co-Sponsor
유성엽,황주홍,국민의당,국민의당,3선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김종회,유성엽,국민의당,국민의당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박지원,유성엽,국민의당,국민의당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
유성엽,윤영일,국민의당,국민의당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,이종걸,국민의당,더불어민주당,3선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,장병완,국민의당,국민의당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,장정숙,국민의당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
유성엽,정동영,국민의당,국민의당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,정인화,국민의당,국민의당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
유성엽,조배숙,국민의당,국민의당,3선,4선,지역구,지역구,남,여,Representative,Co-Sponsor
유성엽,황주홍,국민의당,국민의당,3선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
강창일,전혜숙,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
권미혁,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
김민기,전혜숙,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김병관,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김영호,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김한정,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박찬대,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
서삼석,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
소병훈,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
송옥주,전혜숙,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,여,Co-Sponsor,Representative
윤후덕,전혜숙,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
이용득,전혜숙,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,여,Co-Sponsor,Representative
임종성,전혜숙,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
전혜숙,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
전혜숙,표창원,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Representative,Co-Sponsor
전혜숙,홍익표,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Representative,Co-Sponsor
강훈식,안규백,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
기동민,안규백,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김철민,안규백,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
백승주,안규백,자유한국당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
안규백,우원식,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
안규백,유동수,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
안규백,유의동,더불어민주당,자유한국당,3선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
안규백,윤관석,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
안규백,이학영,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
강훈식,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
권미혁,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김상희,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김영진,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
남인순,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
백혜련,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
송옥주,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
유승희,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
이용득,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
임종성,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
정춘숙,허윤정,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
경대수,김성원,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김명연,김성원,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김성원,김순례,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
김성원,김정재,자유한국당,자유한국당,초선,초선,지역구,지역구,남,여,Representative,Co-Sponsor
김성원,김종석,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김성원,유의동,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김성원,윤상직,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김성원,이은권,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김성원,함진규,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김민기,송기헌,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김종민,송기헌,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박광온,송기헌,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
백혜련,송기헌,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
송기헌,심기준,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
송기헌,이철희,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
송기헌,이학영,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
송기헌,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
송기헌,정성호,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
권칠승,박홍근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
기동민,박홍근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김병기,박홍근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
남인순,박홍근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
박홍근,안호영,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
박홍근,우원식,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
박홍근,윤관석,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
박홍근,이용득,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
박홍근,정성호,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
박홍근,조승래,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김상희,정성호,더불어민주당,더불어민주당,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
맹성규,정성호,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박찬대,정성호,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박홍근,정성호,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
백혜련,정성호,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
송영길,정성호,더불어민주당,더불어민주당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
안호영,정성호,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤관석,정성호,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤호중,정성호,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김병욱,이학영,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김현권,이학영,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
남인순,이학영,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
송영길,이학영,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
우원식,이학영,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
유동수,이학영,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
