Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
성일종,윤영석,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
원유철,윤영석,자유한국당,자유한국당,5선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이진복,윤영석,자유한국당,자유한국당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이채익,윤영석,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정갑윤,윤영석,자유한국당,자유한국당,5선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정병국,윤영석,자유한국당,자유한국당,5선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
홍일표,윤영석,자유한국당,자유한국당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김성찬,경대수,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김현아,경대수,자유한국당,자유한국당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
박덕흠,경대수,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
성일종,경대수,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
신보라,경대수,자유한국당,자유한국당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
윤영일,경대수,국민의당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이명수,경대수,자유한국당,자유한국당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이종명,경대수,자유한국당,자유한국당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
황영철,경대수,자유한국당,자유한국당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
고용진,권칠승,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김병욱,권칠승,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김해영,권칠승,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박광온,권칠승,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박정,권칠승,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
손혜원,권칠승,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
신경민,권칠승,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이원욱,권칠승,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정재호,권칠승,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김현아,주호영,자유한국당,무소속,초선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
민경욱,주호영,자유한국당,무소속,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박완수,주호영,자유한국당,무소속,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박인숙,주호영,자유한국당,무소속,재선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
이우현,주호영,자유한국당,무소속,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이종구,주호영,자유한국당,무소속,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이종배,주호영,자유한국당,무소속,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이학재,주호영,자유한국당,무소속,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
정양석,주호영,자유한국당,무소속,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
강훈식,김영진,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
기동민,김영진,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김정우,김영진,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
백혜련,김영진,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
서영교,김영진,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
이원욱,김영진,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이종걸,김영진,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
인재근,김영진,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
전혜숙,김영진,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
홍익표,김영진,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
강석진,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김도읍,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김한표,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박대출,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박완수,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
성일종,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
엄용수,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
윤영석,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
윤한홍,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이명수,이헌승,자유한국당,자유한국당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이양수,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정종섭,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김성찬,강효상,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
문진국,강효상,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
엄용수,강효상,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
원유철,강효상,자유한국당,자유한국당,5선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
유민봉,강효상,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
윤종필,강효상,자유한국당,자유한국당,초선,초선,비례대표,비례대표,여,남,Co-Sponsor,Representative
이명수,강효상,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이장우,강효상,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이종배,강효상,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이현재,강효상,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김관영,정동영,국민의당,국민의당,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김광수,정동영,국민의당,국민의당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김삼화,정동영,국민의당,국민의당,초선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
김종회,정동영,국민의당,국민의당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김중로,정동영,국민의당,국민의당,초선,4선,비례대표,지역구,남,남,Co-Sponsor,Representative
박주현,정동영,국민의당,국민의당,초선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
손금주,정동영,국민의당,국민의당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
장정숙,정동영,국민의당,국민의당,초선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
주승용,정동영,국민의당,국민의당,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
최도자,정동영,국민의당,국민의당,초선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
황주홍,정동영,국민의당,국민의당,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
권미혁,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김병욱,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김상희,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김태년,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
박경미,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
송옥주,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
양승조,정춘숙,더불어민주당,더불어민주당,4선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
윤소하,정춘숙,정의당,더불어민주당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
제윤경,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
진선미,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
나경원,이학재,자유한국당,자유한국당,4선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
문진국,이학재,자유한국당,자유한국당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
민홍철,이학재,더불어민주당,자유한국당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
안상수,이학재,무소속,자유한국당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
유승민,이학재,무소속,자유한국당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정병국,이학재,자유한국당,자유한국당,5선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정성호,이학재,더불어민주당,자유한국당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
주호영,이학재,무소속,자유한국당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김병욱,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김상희,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김태년,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
박경미,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
송옥주,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
양승조,정춘숙,더불어민주당,더불어민주당,4선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
윤소하,정춘숙,정의당,더불어민주당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
제윤경,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
진선미,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
권미혁,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김병욱,정춘숙,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김상희,정춘숙,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
박경미,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
박영선,정춘숙,더불어민주당,더불어민주당,4선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
송옥주,정춘숙,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
양승조,정춘숙,더불어민주당,더불어민주당,4선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
윤소하,정춘숙,정의당,더불어민주당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
