Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
오세희,김원이,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
허성무,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김정호,김원이,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
장철민,김원이,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정진욱,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김한규,김원이,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
곽상언,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권향엽,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
조국,한병도,조국혁신당,더불어민주당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
이기헌,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤준병,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
위성락,한병도,더불어민주당,더불어민주당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
위성곤,한병도,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
진선미,한병도,더불어민주당,더불어민주당,4선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박정현,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
김한규,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정태호,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
조국,한병도,조국혁신당,더불어민주당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
이기헌,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
윤준병,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
위성락,한병도,더불어민주당,더불어민주당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
위성곤,한병도,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
진선미,한병도,더불어민주당,더불어민주당,4선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박정현,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
김한규,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
정태호,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
박지혜,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
김영진,김원이,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
허종식,김원이,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김동아,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김교흥,김원이,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이재관,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정준호,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
오세희,김원이,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
허성무,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김정호,김원이,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
장철민,김원이,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
정진욱,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김한규,김원이,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
곽상언,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권향엽,김원이,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
이재강,민홍철,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박용갑,민홍철,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
문대림,민홍철,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이연희,민홍철,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
한준호,민홍철,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
정준호,민홍철,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
한정애,민홍철,더불어민주당,더불어민주당,4선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
이건태,민홍철,더불어민주당,더불어민주당,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
백혜련,민홍철,더불어민주당,더불어민주당,3선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
김태호,최형두,국민의힘,국민의힘,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
서천호,최형두,국민의힘,국민의힘,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
송석준,최형두,국민의힘,국민의힘,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
조정훈,최형두,국민의힘,국민의힘,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박성민,최형두,국민의힘,국민의힘,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
윤한홍,최형두,국민의힘,국민의힘,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김민전,최형두,국민의힘,국민의힘,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
이종욱,최형두,국민의힘,국민의힘,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김예지,최형두,국민의힘,국민의힘,재선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
박대출,최형두,국민의힘,국민의힘,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
최수진,최형두,국민의힘,국민의힘,초선,재선,비례대표,지역구,여,남,Co-Sponsor,Representative
유상범,최형두,국민의힘,국민의힘,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박형수,최형두,국민의힘,국민의힘,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강선우,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박홍근,한병도,더불어민주당,더불어민주당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
이언주,한병도,더불어민주당,더불어민주당,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
윤준병,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
위성락,한병도,더불어민주당,더불어민주당,초선,3선,비례대표,지역구,남,남,Co-Sponsor,Representative
위성곤,한병도,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
진선미,한병도,더불어민주당,더불어민주당,4선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
박정현,한병도,더불어민주당,더불어민주당,초선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
김한규,한병도,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
민병덕,송옥주,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
이연희,송옥주,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
박지원,송옥주,더불어민주당,더불어민주당,5선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
한정애,송옥주,더불어민주당,더불어민주당,4선,3선,지역구,지역구,여,여,Co-Sponsor,Representative
문진석,송옥주,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
이수진,송옥주,더불어민주당,더불어민주당,재선,3선,지역구,지역구,여,여,Co-Sponsor,Representative
한민수,송옥주,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
이병진,송옥주,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
서삼석,송옥주,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
박정,송옥주,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
이재관,송옥주,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
김종양,이인선,국민의힘,국민의힘,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김기현,이인선,국민의힘,국민의힘,5선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김성원,이인선,국민의힘,국민의힘,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
이철규,이인선,국민의힘,국민의힘,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
주호영,이인선,국민의힘,국민의힘,6선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
구자근,이인선,국민의힘,국민의힘,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
정동만,이인선,국민의힘,국민의힘,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
이종배,이인선,국민의힘,국민의힘,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박성민,이인선,국민의힘,국민의힘,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김소희,이인선,국민의힘,국민의힘,초선,재선,비례대표,지역구,여,여,Co-Sponsor,Representative
박형수,이인선,국민의힘,국민의힘,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
최형두,이인선,국민의힘,국민의힘,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김상욱,이인선,국민의힘,국민의힘,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
조국,한민수,조국혁신당,더불어민주당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
박범계,한민수,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
허영,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이재관,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박희승,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이해식,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
노종면,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
민형배,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
주철현,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박지원,한민수,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박해철,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
송옥주,한민수,더불어민주당,더불어민주당,3선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
박상혁,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
황희,한민수,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
임오경,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
이병진,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이연희,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
한준호,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정일영,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
오세희,한민수,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
안도걸,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
최민희,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
김현,한민수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
김문수,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
황정아,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
문금주,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이정헌,한민수,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김교흥,한민수,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김태년,한민수,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
민병덕,박해철,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김성회,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
허성무,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이수진,박해철,더불어민주당,더불어민주당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
조계원,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
양부남,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
문대림,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정진욱,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
노종면,박해철,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
백승아,박해철,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
민형배,박해철,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
권영세,박대출,국민의힘,국민의힘,5선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이종배,박대출,국민의힘,국민의힘,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
송석준,박대출,국민의힘,국민의힘,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
이종욱,박대출,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
강승규,박대출,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김태호,박대출,국민의힘,국민의힘,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김상훈,박대출,국민의힘,국민의힘,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김은혜,박대출,국민의힘,국민의힘,재선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
정연욱,박대출,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
신성범,박대출,국민의힘,국민의힘,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
강대식,김정재,국민의힘,국민의힘,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
강명구,김정재,국민의힘,국민의힘,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
강민국,김정재,국민의힘,국민의힘,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
강선영,김정재,국민의힘,국민의힘,초선,3선,비례대표,지역구,여,여,Co-Sponsor,Representative
강승규,김정재,국민의힘,국민의힘,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
고동진,김정재,국민의힘,국민의힘,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
곽규택,김정재,국민의힘,국민의힘,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
구자근,김정재,국민의힘,국민의힘,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
권성동,김정재,국민의힘,국민의힘,5선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
권영세,김정재,국민의힘,국민의힘,5선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
권영진,김정재,국민의힘,국민의힘,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
김건,김정재,국민의힘,국민의힘,초선,3선,비례대표,지역구,남,여,Co-Sponsor,Representative
