Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
오제세,인재근,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
유은혜,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
윤관석,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
윤소하,인재근,정의당,더불어민주당,초선,재선,비례대표,지역구,남,여,Co-Sponsor,Representative
이인영,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
인재근,전혜숙,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
인재근,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
기동민,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
김상희,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
김영진,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
남인순,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
박정,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
소병훈,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
오제세,인재근,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
유은혜,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
윤관석,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
윤소하,인재근,정의당,더불어민주당,초선,재선,비례대표,지역구,남,여,Co-Sponsor,Representative
이인영,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
인재근,전혜숙,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
인재근,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
김상희,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
김영진,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박정,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
소병훈,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
오제세,인재근,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
유은혜,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
윤관석,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
윤소하,인재근,정의당,더불어민주당,초선,재선,비례대표,지역구,남,여,Co-Sponsor,Representative
이인영,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
인재근,전혜숙,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
인재근,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
김상희,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
김영진,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
박정,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
소병훈,인재근,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
오제세,인재근,더불어민주당,더불어민주당,4선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
유은혜,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Co-Sponsor,Representative
윤관석,인재근,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
윤소하,인재근,정의당,더불어민주당,초선,재선,비례대표,지역구,남,여,Co-Sponsor,Representative
이인영,인재근,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Co-Sponsor,Representative
인재근,전혜숙,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,여,Representative,Co-Sponsor
인재근,정춘숙,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,여,Representative,Co-Sponsor
강병원,김경협,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강훈식,김경협,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
고용진,김경협,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김경협,김병욱,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,김영호,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,김종민,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,김한정,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,문희상,더불어민주당,더불어민주당,재선,6선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박광온,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박완주,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박재호,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박정,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,서영교,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김경협,신창현,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,심재권,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,안민석,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,어기구,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,유동수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,유승희,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,여,Representative,Co-Sponsor
김경협,이수혁,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김경협,이원욱,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,전해철,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,정재호,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,최운열,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김경협,홍영표,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
강병원,김경협,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강훈식,김경협,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김경협,김정우,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,김종민,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,김한정,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,노웅래,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,문희상,더불어민주당,더불어민주당,재선,6선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,민병두,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박광온,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박완주,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박재호,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,박정,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,서영교,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
김경협,신창현,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,안민석,더불어민주당,더불어민주당,재선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,어기구,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,유동수,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,유승희,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,여,Representative,Co-Sponsor
김경협,이수혁,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김경협,이원욱,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,임종성,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,전해철,더불어민주당,더불어민주당,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,정성호,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,정재호,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,최운열,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김경협,홍영표,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Representative,Co-Sponsor
김경협,홍의락,더불어민주당,무소속,재선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
노웅래,박정,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
노웅래,송기헌,더불어민주당,더불어민주당,3선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
노웅래,송옥주,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
노웅래,안민석,더불어민주당,더불어민주당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
노웅래,유은혜,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,여,Representative,Co-Sponsor
노웅래,윤관석,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
노웅래,이수혁,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
노웅래,장정숙,더불어민주당,국민의당,3선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
노웅래,정동영,더불어민주당,국민의당,3선,4선,지역구,지역구,남,남,Representative,Co-Sponsor
김석기,정갑윤,자유한국당,자유한국당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
박맹우,정갑윤,자유한국당,자유한국당,재선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
성일종,정갑윤,자유한국당,자유한국당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
송희경,정갑윤,자유한국당,자유한국당,초선,5선,비례대표,지역구,여,남,Co-Sponsor,Representative
이종명,정갑윤,자유한국당,자유한국당,초선,5선,비례대표,지역구,남,남,Co-Sponsor,Representative
이진복,정갑윤,자유한국당,자유한국당,3선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
이채익,정갑윤,자유한국당,자유한국당,재선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
정갑윤,조훈현,자유한국당,자유한국당,5선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
정갑윤,최연혜,자유한국당,자유한국당,5선,초선,지역구,비례대표,남,여,Representative,Co-Sponsor
기동민,이철희,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김영호,이철희,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김정우,이철희,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김종대,이철희,정의당,더불어민주당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
남인순,이철희,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,여,남,Co-Sponsor,Representative
노웅래,이철희,더불어민주당,더불어민주당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
박정,이철희,더불어민주당,더불어민주당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
심기준,이철희,더불어민주당,더불어민주당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
윤관석,이철희,더불어민주당,더불어민주당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이철희,임종성,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,남,남,Representative,Co-Sponsor
이철희,정성호,더불어민주당,더불어민주당,초선,3선,비례대표,지역구,남,남,Representative,Co-Sponsor
이철희,최도자,더불어민주당,국민의당,초선,초선,비례대표,비례대표,남,여,Representative,Co-Sponsor
이철희,한정애,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,여,Representative,Co-Sponsor
기동민,박선숙,더불어민주당,국민의당,초선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
김관영,박선숙,국민의당,국민의당,재선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
박선숙,박주현,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
박선숙,박지원,국민의당,국민의당,재선,4선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,윤영일,국민의당,국민의당,재선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,이찬열,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,인재근,국민의당,더불어민주당,재선,재선,비례대표,지역구,여,여,Representative,Co-Sponsor
박선숙,장정숙,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
박선숙,채이배,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
권은희,최도자,국민의당,국민의당,재선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
김광수,최도자,국민의당,국민의당,초선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
김삼화,최도자,국민의당,국민의당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
김승희,최도자,자유한국당,국민의당,초선,초선,비례대표,비례대표,여,여,Co-Sponsor,Representative
남인순,최도자,더불어민주당,국민의당,재선,초선,지역구,비례대표,여,여,Co-Sponsor,Representative
이동섭,최도자,국민의당,국민의당,초선,초선,비례대표,비례대표,남,여,Co-Sponsor,Representative
이찬열,최도자,더불어민주당,국민의당,3선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
주승용,최도자,국민의당,국민의당,4선,초선,지역구,비례대표,남,여,Co-Sponsor,Representative
최도자,황주홍,국민의당,국민의당,초선,재선,비례대표,지역구,여,남,Representative,Co-Sponsor
김병관,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
김정우,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
민병두,이종걸,더불어민주당,더불어민주당,3선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
민홍철,이종걸,더불어민주당,더불어민주당,재선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
박용진,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
박찬대,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
백혜련,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,여,남,Co-Sponsor,Representative
심기준,이종걸,더불어민주당,더불어민주당,초선,5선,비례대표,지역구,남,남,Co-Sponsor,Representative
이종걸,이철희,더불어민주당,더불어민주당,5선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
김관영,박선숙,국민의당,국민의당,재선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
김광수,박선숙,국민의당,국민의당,초선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
박선숙,박지원,국민의당,국민의당,재선,4선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,윤영일,국민의당,국민의당,재선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,이동섭,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
박선숙,이찬열,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,장정숙,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
박선숙,정성호,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,최도자,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
김관영,박선숙,국민의당,국민의당,재선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
김광수,박선숙,국민의당,국민의당,초선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
박선숙,박지원,국민의당,국민의당,재선,4선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,신용현,국민의당,국민의당,재선,초선,비례대표,지역구,여,여,Representative,Co-Sponsor
박선숙,오세정,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
박선숙,윤영일,국민의당,국민의당,재선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,이찬열,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,장정숙,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
박선숙,채이배,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
김승희,추경호,자유한국당,자유한국당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
박찬우,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
안상수,추경호,무소속,자유한국당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
엄용수,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이만희,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이현재,추경호,자유한국당,자유한국당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정종섭,추경호,자유한국당,자유한국당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
조경태,추경호,자유한국당,자유한국당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김관영,박선숙,국민의당,국민의당,재선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
김광수,박선숙,국민의당,국민의당,초선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
박선숙,박지원,국민의당,국민의당,재선,4선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,이동섭,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
박선숙,이찬열,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,장정숙,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
박선숙,정성호,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,정인화,국민의당,국민의당,재선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,채이배,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
박선숙,최도자,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
김광수,박선숙,국민의당,국민의당,초선,재선,지역구,비례대표,남,여,Co-Sponsor,Representative
박선숙,박지원,국민의당,국민의당,재선,4선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,오세정,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
박선숙,윤영일,국민의당,국민의당,재선,초선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,이동섭,국민의당,국민의당,재선,초선,비례대표,비례대표,여,남,Representative,Co-Sponsor
박선숙,이찬열,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,장정숙,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
박선숙,정성호,국민의당,더불어민주당,재선,3선,비례대표,지역구,여,남,Representative,Co-Sponsor
박선숙,최도자,국민의당,국민의당,재선,초선,비례대표,비례대표,여,여,Representative,Co-Sponsor
김병관,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
김정우,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
민병두,이종걸,더불어민주당,더불어민주당,3선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
민홍철,이종걸,더불어민주당,더불어민주당,재선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
박용진,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
박찬대,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
백혜련,이종걸,더불어민주당,더불어민주당,초선,5선,지역구,지역구,여,남,Co-Sponsor,Representative
심기준,이종걸,더불어민주당,더불어민주당,초선,5선,비례대표,지역구,남,남,Co-Sponsor,Representative
이종걸,이철희,더불어민주당,더불어민주당,5선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
고용진,박병석,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
김영호,박병석,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
김정우,박병석,더불어민주당,더불어민주당,초선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
김중로,박병석,국민의당,더불어민주당,초선,5선,비례대표,지역구,남,남,Co-Sponsor,Representative
민홍철,박병석,더불어민주당,더불어민주당,재선,5선,지역구,지역구,남,남,Co-Sponsor,Representative
박경미,박병석,더불어민주당,더불어민주당,초선,5선,비례대표,지역구,여,남,Co-Sponsor,Representative
박병석,박정,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
박병석,박찬대,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
박병석,신창현,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
박병석,원혜영,더불어민주당,더불어민주당,5선,5선,지역구,지역구,남,남,Representative,Co-Sponsor
박병석,윤관석,더불어민주당,더불어민주당,5선,재선,지역구,지역구,남,남,Representative,Co-Sponsor
박병석,전재수,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
김영호,김종대,더불어민주당,정의당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김종대,김중로,정의당,국민의당,초선,초선,비례대표,비례대표,남,남,Representative,Co-Sponsor
김종대,노회찬,정의당,정의당,초선,3선,비례대표,지역구,남,남,Representative,Co-Sponsor
김종대,민홍철,정의당,더불어민주당,초선,재선,비례대표,지역구,남,남,Representative,Co-Sponsor
김종대,서영교,정의당,더불어민주당,초선,재선,비례대표,지역구,남,여,Representative,Co-Sponsor
김종대,심기준,정의당,더불어민주당,초선,초선,비례대표,비례대표,남,남,Representative,Co-Sponsor
김종대,심상정,정의당,정의당,초선,3선,비례대표,지역구,남,여,Representative,Co-Sponsor
김종대,윤소하,정의당,정의당,초선,초선,비례대표,비례대표,남,남,Representative,Co-Sponsor
김종대,이수혁,정의당,더불어민주당,초선,초선,비례대표,비례대표,남,남,Representative,Co-Sponsor
김종대,이정미,정의당,정의당,초선,초선,비례대표,비례대표,남,여,Representative,Co-Sponsor
김종대,정성호,정의당,더불어민주당,초선,3선,비례대표,지역구,남,남,Representative,Co-Sponsor
김종대,추혜선,정의당,정의당,초선,초선,비례대표,비례대표,남,여,Representative,Co-Sponsor
김종대,황주홍,정의당,국민의당,초선,재선,비례대표,지역구,남,남,Representative,Co-Sponsor
나경원,신상진,자유한국당,자유한국당,4선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
문진국,신상진,자유한국당,자유한국당,초선,4선,비례대표,지역구,남,남,Co-Sponsor,Representative
송희경,신상진,자유한국당,자유한국당,초선,4선,비례대표,지역구,여,남,Co-Sponsor,Representative
신상진,유동수,자유한국당,더불어민주당,4선,초선,지역구,지역구,남,남,Representative,Co-Sponsor
신상진,이종명,자유한국당,자유한국당,4선,초선,지역구,비례대표,남,남,Representative,Co-Sponsor
